,text,label
674,四、募集资金专项账户管理安排,0
675,2）能投集团长期股权投资调整,0
676,（八）争议解决,0
677,（二）发行人所处行业状况,15
678,第十五条风险揭示,2
679,（一）主要子公司及有重要影响的参股公司,7
680,三、偿债保障措施,3
681,十、发行人独立性,6
682,（四）政策风险,0
683,4、会议召开形式。会议以网络投票方式进行的，应披露网络投票办法、计票原则、投票方式、计票方式等信息；,0
684,五、有息负债分析,19
685,十五、发行人内部管理制度的建立及运行情况,11
686,第二节风险因素,2
687,三、发行总额：人民币6亿元。,0
688,（二）我国证券行业的经营模式、周期性特征及信息技术,0
689,（五）最近三年及一期主要财务指标（合并报表口径）,0
690,（四）发行人独立经营情况,6
691,3、投资收益分析,0
692,（一）关联方关系,0
693,4、公司主要供应商及客户情况,0
694,十一、发展战略目标,17
695,（二）发行人主营业务概况、模式及发展规划,17
696,八、发行人主要业务情况,14
697,1、出资人,0
698,4、本期债券募集资金拟用基础发行额度20亿元补充流动资金；,0
699,七、发行人治理结构,9
700,2、环境保护政策变化的风险,0
701,一、本次债券的发行授权及核准,0
702,（四）关联交易制度,16
703,（四）偿债能力分析,0
704,（二）流动性风险,0
705,（八）募投项目收益不确定性风险与对策,0
706,（四）发行人内部控制制度的建立和运行情况,11
707,（二）主营业务概况,14
708,（三）公司参股公司情况,8
709,（二）海通证券停业、解散、破产或依法被撤销；,0
710,8、短期偿债能力较弱风险,0
711,十、发行人关联交易情况,16
712,七、发行人所处行业情况,15
713,三、公司控股股东和实际控制人的基本情况,5
714,第二节风险因素,2
715,六、发行人主要子公司情况,0
716,四、本期债券基本条款,0
717,（三）议案、授权及出席,0
718,（二）发行人董事、监事、高级管理人员简历,13
719,（四）指定专门部门负责偿付工作,0
720,（四）募投项目投资风险与对策,0
721,1、我国城市基础设施建设行业发展现状和前景,0
722,（二）发行人所处行业状况,15
723,5）营业外收入分析,0
724,二、最近三年及一期财务会计资料,0
725,22、担保人及担保方式：本期债券由广东省融资再担保有限公司提供全额无条件不可撤销的连带责任保证担保。,0
726,八、公司主要业务情况,14
727,（一）本公司的主营业务概况,14
728,四、公司权益投资情况,7
729,（一）公司债券发行批准情况,0
730,二、本期债券发行的基本情况及发行条款,0
731,（一）改善债务期限结构，增强资金使用稳定性,0
732,（九）2011年12月，公司股东变更,0
733,13、债券受托管理人书面提议召开债券持有人会议；,0
734,7、中国证监会核准本次发行的文件。,0
735,（四）会计师事务所：天健会计师事务所（特殊普通合伙）住所：杭州市西溪路128号9楼,0
736,十三、关联交易,16
737,2、主承销商出具的核查意见；,0
738,4、提议召开临时管理委员会会议。,0
739,1、项目建设必要性,0
740,（五）资信评级机构：中诚信国际信用评级有限责任公司负责人：闫衍,0
741,26、拟上市地：上海证券交易所。,0
742,（一）发行人有息负债情况,19
743,2、母公司报表口径,0
744,（三）流动性风险。,0
745,（二）信息披露工作安排,0
746,7、受限资产金额较大的风险,0
747,二、发行人主营业务经营模式,0
748,第七节募集资金运用,0
749,二、未决诉讼或仲裁事项,20
750,（五）制定并严格执行资金管理计划,0
751,（二）发行人主要参股公司基本情况,8
752,4、债券受托管理人的变更及解聘,0
753,四、发行人公司治理和组织结构,9
754,3、内部监控管理制度,0
755,（一）利率风险,0
756,5、终止经营,0
757,（三）调取发行人银行征信记录；,0
758,1、发行主体：华福证券有限责任公司。,0
759,四、偿债保障措施,3
760,二、发行人历史沿革,4
761,1、最近三年发行人及子公司发行的债券、其他债务融资工具以及偿还情况如下：,0
762,（一）发行人的组织结构,10
763,第二节风险因素,2
764,1、盈利能力波动风险,0
765,（一）近三年及一期债务融资的历史主体评级情况,0
766,（二）投资者还可以在本期债券发行期限内到下列互联网网址查阅募集说明书全文：,0
767,（二）资金管理控制,0
768,二、发行人的设立及历史沿革情况,4
769,1、内部控制的目标,0
770,1、本次债券采用每年付息一次的付息方式，计息起始日为本期债券发行结束日。,0
771,5、保证责任的承担,0
772,3、ebitda利息保障倍数,0
773,五、发行人控股股东和实际控制人基本情况,5
774,（三）公司经营方针及战略,17
775,2、发行人联营企业和合营企业,0
776,（五）设定交叉违约触发机制,0
777,（三）发行人主要参股公司情况,8
778,（六）发行人在募集说明书中约定的其他义务的执行情况；,0
779,（二）发行人的独立性,6
780,二、发行人历史沿革,4
781,二、偿债保障措施,3
782,一、偿债计划,0
783,5、对变更、解聘债权代理人、抵（质）押资产监管人作出决议；,0
784,二、发行人历史沿革及报告期内实际控制人变化情况,4
785,（四）近三年及一期债券的发行及偿还情况,0
786,二、发行人历史沿革及股本变化情况,4
787,三、发行人有息负债情况分析,19
788,四、发行人董事、监事、高级管理人员的基本情况,12
789,十、发行人主营业务情况,14
790,1、公司的铝产品生产规模在国内乃至国际排名前列，在业内享有良好声誉。,0
791,（七）债券持有人会议规则。,0
792,2、拟修改《债券持有人会议规则》；,0
793,六、发行人组织结构及法人治理结构,9
794,3、我国证券行业发展趋势,0
795,九、发行人主营业务情况,14
796,（四）关联交易决策,0
797,四、发行人对其他企业的重要权益投资情况,7
798,四、发行人组织结构和重要权益投资情况,7
799,2、公司发展战略,17
800,（二）本次发行前公司前十大股东持股情况,5
801,（七）未来业务目标,17
802,（二）公司控股股东基本情况及变更情况介绍,5
803,2、发行人的竞争优势,0
804,五、发行人主营业务情况,14
805,三、公司组织结构图及对其他企业的重要权益投资情况,7
806,六、公司有息债务情况,19
807,3、中药行业基本情况,0
808,1、会计政策变更,18
809,四、偿债保障措施,3
810,（二）发行人对其他企业的重要权益投资情况,7
811,四、偿债保障措施,3
812,4、其他关联方,0
813,第三章风险因素,2
814,（四）政策风险,0
815,（一）合并报表口径简明财务分析,0
816,（二）股本变化,0
817,（一）利息的支付,0
818,（一）土地开发业务,0
819,（一）有息债务情况,19
820,第二节风险因素,2
821,（二）本期债券上市安排,0
822,2、最近三年内实际控制人的变化,0
823,（一）本期发行前有息债务情况,19
824,（二）母公司财务报表,0
825,1、发行人应当根据法律、法规和规则及募集说明书的约定，按期足额支付本次债券的利息和本金。,0
826,（十）保证人、担保物或者其他偿债保障措施发生重大变化；,0
827,2、相关金融政策发生变化的风险,0
828,2、长期偿债能力分析,0
829,（三）偿付风险,0
830,（一）有利于优化公司债务结构,0
831,（六）发行人合法合规经营情况,0
832,1、发行人经营方针、经营范围或者生产经营外部条件等发生重大变化；,0
833,第八节债券持有人会议,0
834,（二）债券信用评级发生变化；,0
835,四、发行人法人治理结构及运行情况,9
836,3、2019年,0
837,第二节风险因素,2
838,三、本期公司债券发行上市安排,0
839,（二）发行人主要所处行业情况,15
840,（二）现金流量分析,0
841,（五）本期债券发行后的累计公司债券余额及其占发行人最近一期末净资产的比例,0
842,3、项目建设内容,0
843,2、未决诉讼或仲裁事项,20
844,1、显著的区位优势,0
845,（三）报告期内合并范围的结构化主体,0
846,4、根据债券持有人会议的授权，作为债券持有人的代表与发行人谈判与本期债券有关的事项；,0
847,2、对发行人有重要影响参股公司、合营企业和联营企业,8
848,2）债券信用评级发生变化；,0
849,（二）债券受托管理人与发行人利害关系情况,0
850,（六）债券持有人会议决议的适用性,0
851,8、发行人提出债务重组方案；,0
852,四、发行人的股权结构及权益投资情况,7
853,二、偿债计划,0
854,（九）公司债券登记机构,0
855,释义,0
856,三、偿债资金来源,0
857,十、公司法人治理结构,9
858,（四）发行人2014-2016年经审计的合并现金流量表摘要（完整合并现金流量表见附表四）,0
859,十二、发行人的独立运营情况,6
860,七、发行人控股股东及实际控制人情况,5
861,一、本期债券担保情况,0
862,（五）债券简称和代码,0
863,四、公司控股子公司、重要参股公司及营业部情况,7
864,三、发行人控股股东及实际控制人基本情况,5
